POS ITEM ID,POS ITEM,POS Group,POS Subgroup,My Group,QTY,COST,PRICE,PROFIT,TOTAL COST,TOTAL SALES,TOTAL PROFIT,Group Rating,AvgQuantityBySubGroup,AvgMarginBySubGroup,Subgroup Rating,AvgQuantityByMyGroup,AvgMarginByMyGroup,My Group Rating
32117,Blacksmith Footed Forged Bowl - Wild Green (Foodager),Retail,Retail,Household,1,33.5,67.0,33.5,33.5,67.0,33.5,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.2777777777777777,20.01388888888889,Puzzle
32123,Irregular Tree Bark - Medium - Grapefruit Pine (Foodager),Retail,Retail,Household,1,35.0,70.0,35.0,35.0,70.0,35.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.2777777777777777,20.01388888888889,Puzzle
32124,Mountain Barrel - Large - Sunlight in the Forest (Foodager),Retail,Retail,Household,2,39.25,80.0,40.75,78.5,160.0,81.5,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.2777777777777777,20.01388888888889,Puzzle
32129,Driftwood Candle Tray - Small - Grapefruit Pine (Foodager),Retail,Retail,Household,3,19.75,80.0,60.25,59.25,240.0,180.75,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.2777777777777777,20.01388888888889,Star
32130,Holiday Cards (Foodager),Retail,Retail,Cards,2,2.75,6.0,3.25,5.5,12.0,6.5,Dog,7.405263157894737,13.810052631578946,Dog,18.333333333333332,4.703333333333333,Dog
32131,Love + Anniversary Cards (Foodager),Retail,Retail,Cards,22,2.75,6.0,3.25,60.5,132.0,71.5,Plowhorse,7.405263157894737,13.810052631578946,Plowhorse,18.333333333333332,4.703333333333333,Plowhorse
32132,Thank You Cards (Foodager),Retail,Retail,Cards,5,2.75,6.0,3.25,13.75,30.0,16.25,Dog,7.405263157894737,13.810052631578946,Dog,18.333333333333332,4.703333333333333,Dog
32133,Happy Birthday Cards (Foodager),Retail,Retail,Cards,53,2.75,5.8,3.05,145.75,307.5,161.75,Plowhorse,7.405263157894737,13.810052631578946,Plowhorse,18.333333333333332,4.703333333333333,Plowhorse
32134,Sympathy Cards (Foodager),Retail,Retail,Cards,10,2.75,6.0,3.25,27.5,60.0,32.5,Plowhorse,7.405263157894737,13.810052631578946,Plowhorse,18.333333333333332,4.703333333333333,Dog
32135,Little Notes (Foodager),Retail,Retail,Cards,18,2.0,14.17,12.17,36.0,255.01,219.01,Plowhorse,7.405263157894737,13.810052631578946,Plowhorse,18.333333333333332,4.703333333333333,Puzzle
32136,COCO BEANIES (Foodager),Retail,Retail,Wearables,2,21.0,42.0,21.0,42.0,84.0,42.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,4.636363636363637,17.197272727272725,Puzzle
32138,POPPY BEANIES (Foodager),Retail,Retail,Wearables,5,20.0,38.0,18.0,100.0,190.0,90.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,4.636363636363637,17.197272727272725,Star
32139,CIRCUS BEANIES (Foodager),Retail,Retail,Wearables,1,20.0,40.0,20.0,20.0,40.0,20.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,4.636363636363637,17.197272727272725,Puzzle
32140,CAMI BEANIES (Foodager),Retail,Retail,Wearables,9,19.0,38.0,19.0,171.0,342.0,171.0,Star,7.405263157894737,13.810052631578946,Star,4.636363636363637,17.197272727272725,Star
32141,DIVA BEANIES (Foodager),Retail,Retail,Wearables,3,17.0,34.0,17.0,51.0,102.0,51.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,4.636363636363637,17.197272727272725,Dog
32142,FERGUS BEANIES (Foodager),Retail,Retail,Wearables,1,23.0,46.0,23.0,23.0,46.0,23.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,4.636363636363637,17.197272727272725,Puzzle
32144,True South Puzzle Co. (Foodager),Retail,Retail,Books & Puzzles,19,11.5,24.0,12.5,218.5,456.0,237.5,Plowhorse,7.405263157894737,13.810052631578946,Plowhorse,5.375,9.3675,Star
32145,True South Puzzle Co. (Mini) (Foodager),Retail,Retail,Books & Puzzles,6,13.0,15.0,2.0,78.0,90.0,12.0,Dog,7.405263157894737,13.810052631578946,Dog,5.375,9.3675,Plowhorse
32146,Sunglasses A (Foodager),Retail,Retail,Wearables,19,7.65,19.73,12.08,145.35,374.81,229.46,Plowhorse,7.405263157894737,13.810052631578946,Plowhorse,4.636363636363637,17.197272727272725,Plowhorse
32147,Little Soft Toy (Foodager),Retail,Retail,Toys,42,10.99,19.71,8.72,461.58,827.92,366.34,Plowhorse,7.405263157894737,13.810052631578946,Plowhorse,27.0,11.57875,Plowhorse
32148,Medium Soft Toy (Foodager),Retail,Retail,Toys,26,10.0,24.71,14.71,260.0,642.46,382.46,Star,7.405263157894737,13.810052631578946,Star,27.0,11.57875,Puzzle
32149,Large Soft Toy (Foodager),Retail,Retail,Toys,54,15.99,29.67,13.68,863.46,1602.32,738.86,Plowhorse,7.405263157894737,13.810052631578946,Plowhorse,27.0,11.57875,Star
32150,XL Soft Toy (Foodager),Retail,Retail,Toys,25,18.51,34.95,16.44,462.75,873.75,411.0,Star,7.405263157894737,13.810052631578946,Star,27.0,11.57875,Puzzle
32151,Wild Tribute Coffee Mug (Foodager),Retail,Retail,Mugs & Tumblers,13,12.37,21.58,9.21,160.81,280.5,119.69,Plowhorse,7.405263157894737,13.810052631578946,Plowhorse,43.0,12.374444444444444,Dog
32152,XXL Soft Toy (Foodager),Retail,Retail,Toys,13,20.99,39.95,18.96,272.87,519.35,246.48,Star,7.405263157894737,13.810052631578946,Star,27.0,11.57875,Puzzle
32153,Ink+Alloy Necklace (Foodager),Retail,Retail,Jewelry,1,5.0,28.0,23.0,5.0,28.0,23.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Puzzle
32154,Colorado Eco Vessel (Foodager),Retail,Retail,Mugs & Tumblers,3,13.6,33.95,20.35,40.8,101.85,61.05,Puzzle,7.405263157894737,13.810052631578946,Puzzle,43.0,12.374444444444444,Puzzle
32155,Maeve Floral Wrapped Hoop Brass (Foodager),Retail,Retail,Jewelry,2,20.0,40.0,20.0,40.0,80.0,40.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Puzzle
32156,Hope Ribbon Heart Earrings Brass (Foodager),Retail,Retail,Jewelry,1,18.0,36.0,18.0,18.0,36.0,18.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Puzzle
32157,Birdie Abstract Beaded Fringe Earrings Amalfi (Foodager),Retail,Retail,Jewelry,2,14.0,29.0,15.0,28.0,58.0,30.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Puzzle
32158,Maggie Opposite Lines Earrings (Foodager),Retail,Retail,Jewelry,1,20.0,40.0,20.0,20.0,40.0,20.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Puzzle
32159,Coco Lines Post Earrings (Foodager),Retail,Retail,Jewelry,2,14.0,29.0,15.0,28.0,58.0,30.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Puzzle
32162,Emilie Arrow Beaded Fringe Earrings (Foodager),Retail,Retail,Jewelry,1,13.0,28.0,15.0,13.0,28.0,15.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Puzzle
32164,Adaline Mixed Patterns Beaded Fringe Earrings St. (Foodager),Retail,Retail,Jewelry,3,13.0,28.0,15.0,39.0,84.0,45.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Star
32165,Billie Mixed Horizontal Stripes Beaded Fringe Ear (Foodager),Retail,Retail,Jewelry,4,16.0,35.0,19.0,64.0,140.0,76.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Star
32166,James Mini Gold Hoop Horizontal Stripes Beaded (Foodager),Retail,Retail,Jewelry,5,15.0,32.0,17.0,75.0,160.0,85.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Star
32168,Scout rectangle hanger blocks with stripes beaded (Foodager),Retail,Retail,Jewelry,4,14.0,30.0,16.0,56.0,120.0,64.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Star
32169,Josephine Grapefruit Raffia Drop Earrings (Foodager),Retail,Retail,Jewelry,3,15.0,32.0,17.0,45.0,96.0,51.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Star
32170,Lexie Solid Beaded Fringe Earrings Coral (Foodager),Retail,Retail,Jewelry,1,15.0,32.0,17.0,15.0,32.0,17.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Puzzle
32173,Allison horizontal striped grid beaded earrings Am (Foodager),Retail,Retail,Jewelry,2,13.0,28.0,15.0,26.0,56.0,30.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Puzzle
32175,Scout Rectangle Hanger Solid Vertical Stripes Bead (Foodager),Retail,Retail,Jewelry,1,14.0,30.0,16.0,14.0,30.0,16.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Puzzle
32176,Marilyn colorblock with center vertical black stri (Foodager),Retail,Retail,Jewelry,1,15.0,34.0,19.0,15.0,34.0,19.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Puzzle
32177,Blossom four petal flower drop earrings Coral (Foodager),Retail,Retail,Jewelry,1,14.0,30.0,16.0,14.0,30.0,16.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Puzzle
32178,Zelda Angled Stripe Diamond Earrings Amalfi (Foodager),Retail,Retail,Jewelry,2,13.0,28.0,15.0,26.0,56.0,30.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Puzzle
32179,James Mini Gold Hoop 2-tone Stripes Beaded Fringe (Foodager),Retail,Retail,Jewelry,1,15.0,35.0,20.0,15.0,35.0,20.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Puzzle
32180,Everly Single Strand Luxe Bead Necklace (Foodager),Retail,Retail,Jewelry,1,5.0,23.0,18.0,5.0,23.0,18.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Puzzle
32181,Brooke 2-tone Checked Border Beaded Fringe Earring (Foodager),Retail,Retail,Jewelry,2,13.0,28.0,15.0,26.0,56.0,30.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Puzzle
32182,I Love Us EMB PLW PF (Foodager),Retail,Retail,Household,2,18.0,36.0,18.0,36.0,72.0,36.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.2777777777777777,20.01388888888889,Dog
32183,Throw 50x60 (Foodager),Retail,Retail,Household,2,24.0,48.0,24.0,48.0,96.0,48.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.2777777777777777,20.01388888888889,Puzzle
32184,Pillow HP PF M/3 10X10 (Foodager),Retail,Retail,Household,1,11.0,24.0,13.0,11.0,24.0,13.0,Dog,7.405263157894737,13.810052631578946,Dog,2.2777777777777777,20.01388888888889,Dog
32186,Kitchen Towel (Foodager),Retail,Retail,Household,6,19.0,11.75,-7.25,114.0,70.5,-43.5,Dog,7.405263157894737,13.810052631578946,Dog,2.2777777777777777,20.01388888888889,Plowhorse
32187,Gold Beads Bracelet (Foodager),Retail,Retail,Jewelry,27,11.5,26.37,14.87,310.5,711.9,401.4,Star,7.405263157894737,13.810052631578946,Star,2.8114754098360657,13.72704918032787,Star
32188,Gold Initial Bracelet (Foodager),Retail,Retail,Jewelry,20,10.0,22.95,12.95,200.0,459.0,259.0,Plowhorse,7.405263157894737,13.810052631578946,Plowhorse,2.8114754098360657,13.72704918032787,Plowhorse
32189,Gold Beads Necklace (Foodager),Retail,Retail,Jewelry,12,12.5,29.88,17.38,150.0,358.5,208.5,Star,7.405263157894737,13.810052631578946,Star,2.8114754098360657,13.72704918032787,Star
32190,Logo'd Wine Cup (Foodager),Retail,Retail,Mugs & Tumblers,86,16.76,25.82,9.06,1441.36,2220.79,779.43,Plowhorse,7.405263157894737,13.810052631578946,Plowhorse,43.0,12.374444444444444,Plowhorse
32191,Gemstone Necklace (Foodager),Retail,Retail,Jewelry,41,14.5,27.61,13.11,594.5,1131.97,537.47,Plowhorse,7.405263157894737,13.810052631578946,Plowhorse,2.8114754098360657,13.72704918032787,Plowhorse
32192,My Sanctuary Mug (Foodager),Retail,Retail,Mugs & Tumblers,35,12.37,22.0,9.63,432.95,770.0,337.05,Plowhorse,7.405263157894737,13.810052631578946,Plowhorse,43.0,12.374444444444444,Dog
32193,Ski Bums Mug (Foodager),Retail,Retail,Mugs & Tumblers,34,12.37,22.0,9.63,420.58,748.0,327.42,Plowhorse,7.405263157894737,13.810052631578946,Plowhorse,43.0,12.374444444444444,Dog
32195,Blossom double layer six petal flower CBER2500RY (Foodager),Retail,Retail,Jewelry,3,14.0,30.0,16.0,42.0,90.0,48.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Star
32197,Leta mini gold hoop confetti top CBER2100SF (Foodager),Retail,Retail,Jewelry,3,14.0,32.0,18.0,42.0,96.0,54.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Star
32198,Lilah semi-precious stone post CBER1500SF (Foodager),Retail,Retail,Jewelry,2,20.0,40.0,20.0,40.0,80.0,40.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Puzzle
32199,Nora checkered beaded hoop earrings CBER1100RI (Foodager),Retail,Retail,Jewelry,2,13.0,27.0,14.0,26.0,54.0,28.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Puzzle
32200,Whitney patchwork beaded fringe SBER2415JP (Foodager),Retail,Retail,Jewelry,1,13.0,27.0,14.0,13.0,27.0,14.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Puzzle
32201,Brooke mixed checks and triables fringe SBER3231RI (Foodager),Retail,Retail,Jewelry,2,13.0,27.0,14.0,26.0,54.0,28.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Puzzle
32202,Adaline alternating 2-tone strands SBER3402MX (Foodager),Retail,Retail,Jewelry,2,13.0,28.0,15.0,26.0,56.0,30.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Puzzle
32204,Allison horizontal striped grid beaded SBER4022JP (Foodager),Retail,Retail,Jewelry,1,13.0,28.0,15.0,13.0,28.0,15.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Puzzle
32207,Melissa speckled border with solid mid SBER4101RY (Foodager),Retail,Retail,Jewelry,2,10.0,16.5,6.5,20.0,33.0,13.0,Dog,7.405263157894737,13.810052631578946,Dog,2.8114754098360657,13.72704918032787,Dog
32208,Scout rectangle hanger mixed horiz SBER4401RI (Foodager),Retail,Retail,Jewelry,1,14.0,30.0,16.0,14.0,30.0,16.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Puzzle
32209,Amanda Multicolor Flower Beaded SBER7000RI (Foodager),Retail,Retail,Jewelry,1,13.0,28.0,15.0,13.0,28.0,15.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Puzzle
32210,Claire Ombre Beaded Fringe Earrings LXER1114CO (Foodager),Retail,Retail,Jewelry,2,15.0,30.0,15.0,30.0,60.0,30.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Puzzle
32211,Marilyn diagonal stripes beaded fringe LXER2001RI (Foodager),Retail,Retail,Jewelry,1,15.0,34.0,19.0,15.0,34.0,19.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Puzzle
32212,Josephine lemon raffia drop earrings WVER0600Y (Foodager),Retail,Retail,Jewelry,1,15.0,32.0,17.0,15.0,32.0,17.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Puzzle
32213,Paige ascending blocks beaded LXER2200JP (Foodager),Retail,Retail,Jewelry,1,16.0,35.0,19.0,16.0,35.0,19.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Puzzle
32215,Billie Mixed Horizontal Stripes Beaded LXER2300JP (Foodager),Retail,Retail,Jewelry,1,16.0,35.0,19.0,16.0,35.0,19.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Puzzle
32216,Frida mixed diagonal stripes beaded LXER0311JP (Foodager),Retail,Retail,Jewelry,2,15.0,32.0,17.0,30.0,64.0,34.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Puzzle
32218,Lexie solid beaded fringe earrings LXER0501SC (Foodager),Retail,Retail,Jewelry,2,15.0,32.0,17.0,30.0,64.0,34.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Puzzle
32224,Grace two-color block sequin stretch bracelet Hot (Foodager),Retail,Retail,Jewelry,2,6.0,14.0,8.0,12.0,28.0,16.0,Dog,7.405263157894737,13.810052631578946,Dog,2.8114754098360657,13.72704918032787,Dog
32225,Grace three stripes between golda nd black sequin (Foodager),Retail,Retail,Jewelry,2,6.0,14.0,8.0,12.0,28.0,16.0,Dog,7.405263157894737,13.810052631578946,Dog,2.8114754098360657,13.72704918032787,Dog
32227,Grace two-color block sequin stretch bracelet HotP (Foodager),Retail,Retail,Jewelry,1,6.0,14.0,8.0,6.0,14.0,8.0,Dog,7.405263157894737,13.810052631578946,Dog,2.8114754098360657,13.72704918032787,Dog
32228,Grace multi mix sequin stretch bracelet Turquoise (Foodager),Retail,Retail,Jewelry,1,6.0,10.5,4.5,6.0,10.5,4.5,Dog,7.405263157894737,13.810052631578946,Dog,2.8114754098360657,13.72704918032787,Dog
32229,Grace Half & Half Color Block Stretch Cream (Foodager),Retail,Retail,Jewelry,2,6.0,14.0,8.0,12.0,28.0,16.0,Dog,7.405263157894737,13.810052631578946,Dog,2.8114754098360657,13.72704918032787,Dog
32230,Grace small uniform colorblocks with gold (Foodager),Retail,Retail,Jewelry,6,6.0,14.0,8.0,36.0,84.0,48.0,Dog,7.405263157894737,13.810052631578946,Dog,2.8114754098360657,13.72704918032787,Plowhorse
32231,Grace small uniform colorblocks with gold Desert (Foodager),Retail,Retail,Jewelry,2,6.0,14.0,8.0,12.0,28.0,16.0,Dog,7.405263157894737,13.810052631578946,Dog,2.8114754098360657,13.72704918032787,Dog
32232,Grace small uniform colorblocks with gold Emerald (Foodager),Retail,Retail,Jewelry,4,6.0,14.0,8.0,24.0,56.0,32.0,Dog,7.405263157894737,13.810052631578946,Dog,2.8114754098360657,13.72704918032787,Plowhorse
32233,Grace solid stretch bracelet Gold (Foodager),Retail,Retail,Jewelry,7,6.0,14.0,8.0,42.0,98.0,56.0,Dog,7.405263157894737,13.810052631578946,Dog,2.8114754098360657,13.72704918032787,Plowhorse
32234,Katie large bow post earrings brass BRER2821 (Foodager),Retail,Retail,Jewelry,1,18.0,42.5,24.5,18.0,42.5,24.5,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.8114754098360657,13.72704918032787,Puzzle
32236,Grace two-color block sequin stretch Port/Ivory (Foodager),Retail,Retail,Jewelry,1,6.0,14.0,8.0,6.0,14.0,8.0,Dog,7.405263157894737,13.810052631578946,Dog,2.8114754098360657,13.72704918032787,Dog
32237,Super Large Toy (Foodager),Retail,Retail,Toys,11,20.99,53.7,32.71,230.89,590.71,359.82,Star,7.405263157894737,13.810052631578946,Star,27.0,11.57875,Puzzle
32238,I Love Skiing Hook Pillow (Foodager),Retail,Retail,Household,3,11.0,25.0,14.0,33.0,75.0,42.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.2777777777777777,20.01388888888889,Plowhorse
32239,Cat Hook Pillow (Foodager),Retail,Retail,Household,1,18.0,37.5,19.5,18.0,37.5,19.5,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.2777777777777777,20.01388888888889,Dog
32240,Coppertop Hat (Foodager),Retail,Retail,Wearables,2,5.85,25.0,19.15,11.7,50.0,38.3,Puzzle,7.405263157894737,13.810052631578946,Puzzle,4.636363636363637,17.197272727272725,Puzzle
32241,Home Paw Hook Pillow (Foodager),Retail,Retail,Household,4,20.0,40.0,20.0,80.0,160.0,80.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.2777777777777777,20.01388888888889,Plowhorse
32242,Snowy Cabin Hook Pillow (Foodager),Retail,Retail,Household,4,11.0,22.5,11.5,44.0,90.0,46.0,Dog,7.405263157894737,13.810052631578946,Dog,2.2777777777777777,20.01388888888889,Plowhorse
32243,C for Colorado Hook Pillow (Foodager),Retail,Retail,Household,3,24.0,50.0,26.0,72.0,150.0,78.0,Puzzle,7.405263157894737,13.810052631578946,Puzzle,2.2777777777777777,20.01388888888889,Star
32244,Don't Stop Beer-lieving Kitchen Towel (Foodager),Retail,Retail,Household,2,5.0,12.5,7.5,10.0,25.0,15.0,Dog,7.405263157894737,13.810052631578946,Dog,2.2777777777777777,20.01388888888889,Dog
32246,Holy Shiitake Kitchen Towel (Foodager),Retail,Retail,Household,1,5.0,12.5,7.5,5.0,12.5,7.5,Dog,7.405263157894737,13.810052631578946,Dog,2.2777777777777777,20.01388888888889,Dog
32248,Colorado Printed Kitchen Towel (Foodager),Retail,Retail,Household,3,5.5,12.5,7.0,16.5,37.5,21.0,Dog,7.405263157894737,13.810052631578946,Dog,2.2777777777777777,20.01388888888889,Plowhorse
32250,Beaver Run Hat (Foodager),Retail,Retail,Wearables,7,5.85,14.29,8.44,40.95,100.0,59.05,Dog,7.405263157894737,13.810052631578946,Dog,4.636363636363637,17.197272727272725,Plowhorse
32251,Skywalk Hat (Foodager),Retail,Retail,Wearables,1,5.85,25.0,19.15,5.85,25.0,19.15,Puzzle,7.405263157894737,13.810052631578946,Puzzle,4.636363636363637,17.197272727272725,Puzzle
32253,Key Chain Soft Toy (Foodager),Retail,Retail,Toys,4,8.98,17.95,8.97,35.92,71.8,35.88,Dog,7.405263157894737,13.810052631578946,Dog,27.0,11.57875,Dog
34080,Bicycle Playing Cards (Foodager),Retail,Retail,Toys,17,3.43,7.0,3.57,58.31,119.0,60.69,Plowhorse,7.405263157894737,13.810052631578946,Plowhorse,27.0,11.57875,Dog
34228,Loteria Lingo Game (Foodager),Retail,Retail,Toys,5,14.5,20.0,5.5,72.5,100.0,27.5,Dog,7.405263157894737,13.810052631578946,Dog,27.0,11.57875,Dog
34229,Lingo Card Tins (Foodager),Retail,Retail,Toys,51,6.0,15.0,9.0,306.0,765.0,459.0,Plowhorse,7.405263157894737,13.810052631578946,Plowhorse,27.0,11.57875,Plowhorse
34266,Water Doodle Book (Foodager),Retail,Retail,Toys,2,4.14,8.0,3.86,8.28,16.0,7.72,Dog,7.405263157894737,13.810052631578946,Dog,27.0,11.57875,Dog
28,Pocket Comb (Foodager),Sundry,Sundry,Personal Care,34,0.76,3.89,3.13,25.84,132.32,106.48,Dog,79.03680981595092,4.35680981595092,Dog,36.5,4.0408333333333335,Dog
133,Off! Deep Woods Spray (Foodager),Sundry,Sundry,Personal Care,2,8.14,18.0,9.86,16.28,36.0,19.72,Puzzle,79.03680981595092,4.35680981595092,Puzzle,36.5,4.0408333333333335,Puzzle
176,Tide To Go Pen (Foodager),Sundry,Sundry,Supplies,28,2.75,5.79,3.04,77.0,162.0,85.0,Dog,79.03680981595092,4.35680981595092,Dog,36.45,4.60175,Dog
364,Emery Boards (Foodager),Sundry,Sundry,Personal Care,21,1.52,3.95,2.43,31.92,83.0,51.08,Dog,79.03680981595092,4.35680981595092,Dog,36.5,4.0408333333333335,Dog
365,First Aid Kit (Foodager),Sundry,Sundry,Supplies,31,1.99,5.0,3.01,61.69,155.0,93.31,Dog,79.03680981595092,4.35680981595092,Dog,36.45,4.60175,Dog
378,Excedrin 6ct (Foodager),Sundry,Sundry,Medicine,30,2.26,5.25,2.99,67.8,157.5,89.7,Dog,79.03680981595092,4.35680981595092,Dog,84.68888888888888,4.464222222222222,Dog
380,Immodium A-D Liquid (Foodager),Sundry,Sundry,Medicine,8,7.53,17.5,9.97,60.24,140.0,79.76,Puzzle,79.03680981595092,4.35680981595092,Puzzle,84.68888888888888,4.464222222222222,Puzzle
381,Mucinex Single Dose (Foodager),Sundry,Sundry,Medicine,28,2.52,5.75,3.23,70.56,161.0,90.44,Dog,79.03680981595092,4.35680981595092,Dog,84.68888888888888,4.464222222222222,Dog
387,Purell Hand Sanitizer Bottle (Foodager),Sundry,Sundry,Personal Care,9,1.67,3.95,2.28,15.03,35.55,20.52,Dog,79.03680981595092,4.35680981595092,Dog,36.5,4.0408333333333335,Dog
407,Cold & Flu Nighttime Softgels (Foodager),Sundry,Sundry,Medicine,18,4.19,10.0,5.81,75.42,180.0,104.58,Puzzle,79.03680981595092,4.35680981595092,Puzzle,84.68888888888888,4.464222222222222,Puzzle
457,Lil D Cold & Flu Nighttime 8oz (Foodager),Sundry,Sundry,Medicine,2,5.05,12.5,7.45,10.1,25.0,14.9,Puzzle,79.03680981595092,4.35680981595092,Puzzle,84.68888888888888,4.464222222222222,Puzzle
32063,Hot Hands (Foodager),Sundry,Sundry,Altitude,314,0.73,3.48,2.75,229.22,1093.75,864.53,Plowhorse,79.03680981595092,4.35680981595092,Plowhorse,351.09090909090907,5.098181818181818,Dog
33521,Vicks VapoRub (Foodager),Sundry,Sundry,"Nose, Mouth, & Throat",28,6.74,15.22,8.48,188.72,426.24,237.52,Puzzle,79.03680981595092,4.35680981595092,Puzzle,105.26315789473684,3.9557894736842103,Puzzle
34001,Boost Oxygen 10L (Foodager),Sundry,Sundry,Altitude,1265,14.67,24.85,10.18,18557.55,31431.25,12873.7,Star,79.03680981595092,4.35680981595092,Star,351.09090909090907,5.098181818181818,Star
34002,Boost Oxygen 3L (Foodager),Sundry,Sundry,Altitude,322,5.15,9.94,4.79,1658.3,3200.0,1541.7,Star,79.03680981595092,4.35680981595092,Star,351.09090909090907,5.098181818181818,Dog
34005,Tylenol Unis Extra Strength (Foodager),Sundry,Sundry,Medicine,452,1.99,3.98,1.99,899.48,1800.0,900.52,Plowhorse,79.03680981595092,4.35680981595092,Plowhorse,84.68888888888888,4.464222222222222,Plowhorse
34006,Vaseline Healing Jelly (Foodager),Sundry,Sundry,Personal Care,3,2.61,3.62,1.01,7.83,10.86,3.03,Dog,79.03680981595092,4.35680981595092,Dog,36.5,4.0408333333333335,Dog
34007,Visine Allergy Eye Relief (Foodager),Sundry,Sundry,Medicine,35,8.95,5.86,-3.09,313.25,205.27,-107.98,Dog,79.03680981595092,4.35680981595092,Dog,84.68888888888888,4.464222222222222,Dog
34008,Visine Dry Eye Relief (Foodager),Sundry,Sundry,Medicine,43,6.71,5.95,-0.76,288.53,255.85,-32.68,Dog,79.03680981595092,4.35680981595092,Dog,84.68888888888888,4.464222222222222,Dog
34012,Tylenol Unis Sinus Severe 6 Tablets (Foodager),Sundry,Sundry,Medicine,126,2.41,4.93,2.52,303.66,621.22,317.56,Plowhorse,79.03680981595092,4.35680981595092,Plowhorse,84.68888888888888,4.464222222222222,Plowhorse
